finalWorth,personName,age,country,industries,selfMade,status,gender,gdp_country,total_tax_rate_country,population_country
2300,Xicheng Wang & family,74,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2300,Wang Zhenhua,61,China,Real Estate,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2300,Paul-Heinz Wesjohann & family,79,Germany,Food & Beverage,TRUE,D,M,"$3,845,630,030,824 ",48.8,83132799
2300,Xie Bingkun & family,56,China,Fashion & Retail,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
2300,Xu Shugen,57,China,Manufacturing,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
2300,Christoph Zeller,65,Liechtenstein,Healthcare,FALSE,E,M,"$6,552,858,739 ",21.6,38019
2300,Zhang Jingzhang & family,87,China,Manufacturing,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
2200,George Argyros & family,86,United States,Real Estate,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
2200,Brian Armstrong,40,United States,Finance & Investments,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
2200,Albert Avdolyan,52,Russia,Energy,TRUE,R,M,"$1,699,876,578,871 ",46.2,144373535
2200,Sezai Bacaksiz,73,Turkey,Diversified,TRUE,U,M,"$754,411,708,203 ",42.3,83429615
2200,Aneel Bhusri,57,United States,Technology,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
2200,J. Hyatt Brown,85,United States,Finance & Investments,FALSE,D,M,"$21,427,700,000,000 ",36.6,328239523
2200,Chen Jinxia,55,China,Finance & Investments,FALSE,D,F,"$19,910,000,000,000 ",59.2,1397715000
2200,Chen Xueli,71,China,Healthcare,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
2200,Dong Wei,52,China,Healthcare,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2200,Tom Ford,61,United States,Fashion & Retail,TRUE,N,M,"$21,427,700,000,000 ",36.6,328239523
2200,Fu Guangming & family,69,China,Food & Beverage,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
2200,Noam Gottesman,61,United States,Finance & Investments,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
2200,Jeffrey Gundlach,64,United States,Finance & Investments,TRUE,E,M,"$21,427,700,000,000 ",36.6,328239523
2200,Hao Hong,67,China,Healthcare,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2200,Shmuel Harlap,78,Israel,Automotive,FALSE,U,M,"$395,098,666,122 ",25.3,9053300
2200,Hans-Werner Hector,83,Germany,Technology,TRUE,D,M,"$3,845,630,030,824 ",48.8,83132799
2200,Lutz Mario Helmig & family,76,Germany,Healthcare,TRUE,U,M,"$3,845,630,030,824 ",48.8,83132799
2200,Chulong Huang,64,China,Real Estate,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2200,Thomas James,80,United States,Finance & Investments,FALSE,U,M,"$21,427,700,000,000 ",36.6,328239523
2200,James Jannard,73,United States,Fashion & Retail,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
2200,Willis Johnson,75,United States,Automotive,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
2200,Lai Shixian,48,China,Fashion & Retail,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
2200,Chris Larsen,62,United States,Finance & Investments,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
2200,Solomon Lew,78,Australia,Fashion & Retail,TRUE,D,M,"$1,392,680,589,329 ",47.4,25766605
2200,Liang Xinjun,54,Singapore,Diversified,TRUE,E,M,"$372,062,527,489 ",21,5703569
2200,Harald Link,68,Thailand,Diversified,FALSE,U,M,"$543,649,976,166 ",29.5,69625582
2200,Max Lytvyn,43,United States,Technology,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
2200,Igor Makarov,60,United States,Energy,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
2200,Howard Marks,76,United States,Finance & Investments,TRUE,E,M,"$21,427,700,000,000 ",36.6,328239523
2200,Charles Munger,99,United States,Finance & Investments,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
2200,Adam Neumann,44,United States,Real Estate,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
2200,Thi Phuong Thao Nguyen,52,Vietnam,Diversified,TRUE,D,F,"$261,921,244,843 ",37.6,96462106
2200,Ni Yongpei & family,71,China,Food & Beverage,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2200,Heloise Pratt,60,Australia,Manufacturing,FALSE,D,F,"$1,392,680,589,329 ",47.4,25766605
2200,Qi Xiangdong,52,China,Technology,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
2200,Phillip T. (Terry) Ragon,73,United States,Technology,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
2200,Prathap Reddy,91,India,Healthcare,TRUE,D,M,"$2,611,000,000,000 ",49.7,1366417754
2200,Jerry Reinsdorf,87,United States,Sports,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
2200,Chad Richison,52,United States,Technology,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
2200,"Karl Scheufele, III. & family",84,Switzerland,Fashion & Retail,TRUE,U,M,"$703,082,435,360 ",28.8,8574832
2200,Alice Schwartz,96,United States,Healthcare,TRUE,U,F,"$21,427,700,000,000 ",36.6,328239523
2200,Alex Shevchenko,43,Canada,Technology,TRUE,D,M,"$1,736,425,629,520 ",24.5,36991981
2200,Kavitark Ram Shriram,66,United States,Technology,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
2200,Jeffrey Soffer,55,United States,Real Estate,FALSE,N,M,"$21,427,700,000,000 ",36.6,328239523
2200,William Stone,67,United States,Technology,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
2200,Henry Swieca,65,United States,Finance & Investments,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
2200,Harley Sy,63,Philippines,Diversified,FALSE,D,M,"$376,795,508,680 ",43.1,108116615
2200,Teresita Sy-Coson,72,Philippines,Diversified,FALSE,D,F,"$376,795,508,680 ",43.1,108116615
2200,Katsumi Tada,77,Japan,Real Estate,TRUE,D,M,"$5,081,769,542,380 ",46.7,126226568
2200,Tang Jinkui & family,67,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2200,Tang Xiao'ou,55,China,Technology,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2200,Lottie Tham & family,73,Sweden,Fashion & Retail,FALSE,D,F,"$530,832,908,738 ",49.1,10285453
2200,Shamsheer Vayalil,46,United Arab Emirates,Healthcare,FALSE,R,M,"$421,142,267,938 ",15.9,9770529
2200,Radha Vembu,50,India,Technology,FALSE,U,F,"$2,611,000,000,000 ",49.7,1366417754
2200,Wang Wenmo,66,China,Fashion & Retail,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
2200,Wang Zhenghua,78,China,Service,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
2200,David Wertheim,65,Israel,Food & Beverage,FALSE,D,M,"$395,098,666,122 ",25.3,9053300
2200,Kai Wu,55,China,Energy,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2200,Xu Yingzhuo,55,China,Food & Beverage,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2200,Huijiao Yu,57,China,Logistics,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2200,Oren Zeev,58,United States,Finance & Investments,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
2200,Clayton Zekelman,54,Canada,Manufacturing,FALSE,U,M,"$1,736,425,629,520 ",24.5,36991981
2200,Zhao Fenggang,57,China,Energy,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2100,Alex Beard,55,United Kingdom,Metals & Mining,TRUE,D,M,"$2,827,113,184,696 ",30.6,66834405
2100,Travis Boersma,52,United States,Food & Beverage,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
2100,William Boyd & family,91,United States,Gambling & Casinos,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
2100,Anand Burman,70,India,Food & Beverage,FALSE,D,M,"$2,611,000,000,000 ",49.7,1366417754
2100,Cao Ji,71,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2100,Chi Yufeng,52,China,Technology,FALSE,U,M,"$19,910,000,000,000 ",59.2,1397715000
2100,Beda Diethelm,82,Switzerland,Healthcare,TRUE,D,M,"$703,082,435,360 ",28.8,8574832
2100,Domenico Dolce,64,Italy,Fashion & Retail,TRUE,U,M,"$2,001,244,392,042 ",59.1,60297396
2100,Ralph Dommermuth,59,Germany,Technology,TRUE,D,M,"$3,845,630,030,824 ",48.8,83132799
2100,Georgi Domuschiev,50,United Kingdom,Diversified,TRUE,U,M,"$2,827,113,184,696 ",30.6,66834405
2100,Kiril Domuschiev,53,United Kingdom,Diversified,TRUE,U,M,"$2,827,113,184,696 ",30.6,66834405
2100,Bob Ell,78,Australia,Real Estate,TRUE,E,M,"$1,392,680,589,329 ",47.4,25766605
2100,Paul Foster,65,United States,Energy,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
2100,Stefano Gabbana,60,Italy,Fashion & Retail,TRUE,U,M,"$2,001,244,392,042 ",59.1,60297396
2100,Xingjiang Gao,59,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2100,Gordon Getty,89,United States,Energy,FALSE,E,M,"$21,427,700,000,000 ",36.6,328239523
2100,Kamal Ghaffarian,64,United States,Energy,TRUE,N,M,"$21,427,700,000,000 ",36.6,328239523
2100,Dennis Gillings,78,United States,Healthcare,TRUE,E,M,"$21,427,700,000,000 ",36.6,328239523
2100,Harsh Goenka,65,India,Diversified,FALSE,E,M,"$2,611,000,000,000 ",49.7,1366417754
2100,Sanjiv Goenka,62,India,Diversified,FALSE,D,M,"$2,611,000,000,000 ",49.7,1366417754
2100,Jane Goldman,67,United States,Real Estate,FALSE,D,F,"$21,427,700,000,000 ",36.6,328239523
2100,Stein Erik Hagen,66,Norway,Fashion & Retail,TRUE,D,M,"$403,336,363,636 ",36.2,5347896
2100,Bahaa Hariri,56,Switzerland,Real Estate,FALSE,E,M,"$703,082,435,360 ",28.8,8574832
2100,Hortensia Herrero,72,Spain,Fashion & Retail,FALSE,D,F,"$1,394,116,310,769 ",47,47076781
2100,Huang Min,49,China,Manufacturing,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
2100,Jared Isaacman,40,United States,Technology,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
2100,Eugene Kaspersky,57,Russia,Technology,TRUE,U,M,"$1,699,876,578,871 ",46.2,144373535
2100,Artem Khachatryan,48,Cyprus,Fashion & Retail,TRUE,R,M,"$24,564,647,935 ",22.4,1198575
2100,Andrei Krivenko,47,Russia,Food & Beverage,TRUE,N,M,"$1,699,876,578,871 ",46.2,144373535
2100,Marc Lasry,62,United States,Finance & Investments,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
2100,Christian Latouche & family,82,France,Finance & Investments,TRUE,D,M,"$2,715,518,274,227 ",60.7,67059887
2100,Theodore Leonsis,67,United States,Sports,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
2100,Liu Chengyu & family,60,China,Manufacturing,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
2100,Sergey Lomakin,49,Cyprus,Fashion & Retail,TRUE,R,M,"$24,564,647,935 ",22.4,1198575
2100,Daniel Lubetzky,54,United States,Food & Beverage,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
2100,Anand Mahindra,67,India,Diversified,FALSE,U,M,"$2,611,000,000,000 ",49.7,1366417754
2100,Rafique Malik,72,India,Fashion & Retail,FALSE,U,M,"$2,611,000,000,000 ",49.7,1366417754
2100,Katarina Martinson,41,Sweden,Diversified,FALSE,U,F,"$530,832,908,738 ",49.1,10285453
2100,Kiran Mazumdar-Shaw,70,India,Healthcare,TRUE,D,F,"$2,611,000,000,000 ",49.7,1366417754
2100,Nirmal Minda,65,India,Automotive,FALSE,D,M,"$2,611,000,000,000 ",49.7,1366417754
2100,Mu Rongjun,43,China,Technology,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2100,Alexander Nesis,60,Russia,Finance & Investments,TRUE,U,M,"$1,699,876,578,871 ",46.2,144373535
2100,Zugen Ni,66,China,Manufacturing,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
2100,Florentino Perez,76,Spain,Construction & Engineering,TRUE,U,M,"$1,394,116,310,769 ",47,47076781
2100,Victor Pinchuk,62,Ukraine,Metals & Mining,TRUE,U,M,"$153,781,069,118 ",45.2,44385155
2100,Leonid Radvinsky,40,United States,Technology,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
2100,Raveendran Byju,41,India,Technology,TRUE,D,M,"$2,611,000,000,000 ",49.7,1366417754
2100,P.P. Reddy,65,India,Construction & Engineering,TRUE,U,M,"$2,611,000,000,000 ",49.7,1366417754
2100,Richard Saghian,41,United States,Fashion & Retail,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
2100,Shi Yifeng,49,China,Healthcare,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
2100,Thaksin Shinawatra,73,United Arab Emirates,Finance & Investments,TRUE,U,M,"$421,142,267,938 ",15.9,9770529
2100,Shu Ping,53,Singapore,Food & Beverage,TRUE,U,F,"$372,062,527,489 ",21,5703569
2100,Timothy Springer,75,United States,Healthcare,TRUE,E,M,"$21,427,700,000,000 ",36.6,328239523
2100,Venu Srinivasan,70,India,Automotive,FALSE,U,M,"$2,611,000,000,000 ",49.7,1366417754
2100,Edward Stack,68,United States,Fashion & Retail,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
2100,Sun Mengquan & family,73,China,Food & Beverage,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2100,Alexander Svetakov,55,Russia,Finance & Investments,TRUE,D,M,"$1,699,876,578,871 ",46.2,144373535
2100,Torsten Toeller,56,Germany,Fashion & Retail,TRUE,D,M,"$3,845,630,030,824 ",48.8,83132799
2100,Barbara Tyson,74,United States,Food & Beverage,FALSE,N,F,"$21,427,700,000,000 ",36.6,328239523
2100,Hamdi Ulukaya,50,United States,Food & Beverage,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
2100,Wang Linpeng,54,China,Construction & Engineering,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2100,Wei Ing-Chou,69,China,Food & Beverage,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
2100,Wei Yin-Heng,64,China,Food & Beverage,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
2100,Elaine Wynn,80,United States,Gambling & Casinos,TRUE,U,F,"$21,427,700,000,000 ",36.6,328239523
2100,Xu Xudong & family,53,China,Automotive,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
2100,Yu Qibing & family,57,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2100,Yuan Fugen & family,72,China,Manufacturing,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
2100,Zhang Ning & family,49,China,Manufacturing,TRUE,D,F,"$19,910,000,000,000 ",59.2,1397715000
2100,Zhao Tao,57,China,Healthcare,FALSE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2000,Anu Aga,80,India,Construction & Engineering,FALSE,U,F,"$2,611,000,000,000 ",49.7,1366417754
2000,Mohamed Al Fayed,94,United Kingdom,Fashion & Retail,TRUE,D,M,"$2,827,113,184,696 ",30.6,66834405
2000,Andrey Andreev,49,United Kingdom,Technology,TRUE,E,M,"$2,827,113,184,696 ",30.6,66834405
2000,Pavel Baudis,62,Czech Republic,Technology,TRUE,D,M,"$246,489,245,495 ",46.1,10669709
2000,Wilhelm Beier & family,66,Germany,Healthcare,TRUE,D,M,"$3,845,630,030,824 ",48.8,83132799
2000,Cao Jianwei,44,China,Manufacturing,TRUE,E,M,"$19,910,000,000,000 ",59.2,1397715000
2000,Huwen Chen,52,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2000,Phongthep Chiaravanont,71,Thailand,Diversified,FALSE,U,M,"$543,649,976,166 ",29.5,69625582
2000,Dou Zhenggang,69,China,Diversified,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2000,William Franke,85,United States,Diversified,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
2000,Amy Goldman Fowler,68,United States,Real Estate,FALSE,D,F,"$21,427,700,000,000 ",36.6,328239523
2000,John Hancock,47,United Kingdom,Metals & Mining,FALSE,D,M,"$2,827,113,184,696 ",30.6,66834405
2000,Hu Yangzhong,58,China,Technology,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2000,Huang Qiaoling,64,China,Media & Entertainment,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
2000,Rajiv Jain,55,United States,Finance & Investments,TRUE,N,M,"$21,427,700,000,000 ",36.6,328239523
2000,Michael Jordan,60,United States,Sports,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
2000,Diane Kemper,77,United States,Real Estate,FALSE,D,F,"$21,427,700,000,000 ",36.6,328239523
2000,Shlomo Kramer,57,Israel,Technology,TRUE,D,M,"$395,098,666,122 ",25.3,9053300
2000,Heikki Kyostila,77,Finland,Healthcare,TRUE,U,M,"$268,761,201,365 ",36.6,5520314
2000,Li Min,57,China,Technology,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2000,Liang Rubo,40,China,Technology,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2000,Liang Zhaoxian,58,China,Manufacturing,FALSE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2000,Lin Fanlian,61,China,Energy,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2000,Aloke Lohia,64,Thailand,Manufacturing,FALSE,D,M,"$543,649,976,166 ",29.5,69625582
2000,Bill Malhotra,73,Canada,Real Estate,TRUE,U,M,"$1,736,425,629,520 ",24.5,36991981
2000,Alexander Mamut,63,Israel,Finance & Investments,TRUE,D,M,"$395,098,666,122 ",25.3,9053300
2000,Craig McCaw,73,United States,Telecom,FALSE,D,M,"$21,427,700,000,000 ",36.6,328239523
2000,Cunhui Nan,59,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2000,Tengyun Nie & family,47,China,Service,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2000,Oei Hong Leong,75,Singapore,Finance & Investments,FALSE,U,M,"$372,062,527,489 ",21,5703569
2000,Clive Palmer,69,Australia,Metals & Mining,TRUE,D,M,"$1,392,680,589,329 ",47.4,25766605
2000,Matthew Prince,48,United States,Technology,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
2000,Linda Pritzker,69,United States,Service,FALSE,E,F,"$21,427,700,000,000 ",36.6,328239523
2000,P.V. Krishna Reddy,53,India,Construction & Engineering,TRUE,U,M,"$2,611,000,000,000 ",49.7,1366417754
2000,Bianca Rinehart,46,Australia,Metals & Mining,FALSE,D,F,"$1,392,680,589,329 ",47.4,25766605
2000,Ginia Rinehart,36,Australia,Metals & Mining,FALSE,D,F,"$1,392,680,589,329 ",47.4,25766605
2000,T. Denny Sanford,87,United States,Finance & Investments,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
2000,Bhadresh Shah,71,India,Manufacturing,TRUE,U,M,"$2,611,000,000,000 ",49.7,1366417754
2000,Zygmunt Solorz-Zak,66,Poland,Media & Entertainment,TRUE,D,M,"$592,164,400,688 ",40.8,37970874
2000,Sylvia Stroeher,67,Germany,Fashion & Retail,FALSE,E,F,"$3,845,630,030,824 ",48.8,83132799
2000,Otto Toto Sugiri,69,Indonesia,Technology,TRUE,D,M,"$1,119,190,780,753 ",30.1,270203917
2000,Larry Tanenbaum,77,Canada,Sports,TRUE,N,M,"$1,736,425,629,520 ",24.5,36991981
2000,Wichai Thongtang,76,Thailand,Finance & Investments,TRUE,E,M,"$543,649,976,166 ",29.5,69625582
2000,Ion Tiriac,83,Romania,Finance & Investments,TRUE,U,M,"$250,077,444,017 ",20,19356544
2000,Hope Welker,37,United States,Metals & Mining,FALSE,D,F,"$21,427,700,000,000 ",36.6,328239523
2000,William Young,82,United States,Manufacturing,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
2000,Zhang Fan,57,China,Technology,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2000,Shilong Zhang & family,57,China,Technology,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2000,Zhang Wanzhen,73,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2000,Hongfei Zhao,48,China,Technology,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2000,Zhou Jian,46,China,Energy,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
2000,Zhu Yiwen & family,59,China,Healthcare,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
1900,Roberto Angelini Rossi,74,Chile,Diversified,FALSE,U,M,"$282,318,159,745 ",34,18952038
1900,Mika Anttonen,56,Finland,Energy,TRUE,U,M,"$268,761,201,365 ",36.6,5520314
1900,David Blitzer,53,United States,Sports,TRUE,N,M,"$21,427,700,000,000 ",36.6,328239523
1900,Julio Bozano,87,Brazil,Finance & Investments,TRUE,D,M,"$1,839,758,040,766 ",65.1,212559417
1900,Nikolai Buinov,55,Russia,Energy,TRUE,U,M,"$1,699,876,578,871 ",46.2,144373535
1900,Nicola Bulgari,82,Italy,Fashion & Retail,FALSE,E,M,"$2,001,244,392,042 ",59.1,60297396
1900,"Howard Butt, III. & family",71,United States,Fashion & Retail,FALSE,N,M,"$21,427,700,000,000 ",36.6,328239523
1900,Jianxing Che,56,China,Fashion & Retail,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1900,Huxiong Chen,52,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1900,Chen Zhisong,57,China,Technology,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1900,Prathip Chiravanond,74,Thailand,Diversified,FALSE,R,M,"$543,649,976,166 ",29.5,69625582
1900,Alexandra Daitch,60,United States,Food & Beverage,FALSE,D,F,"$21,427,700,000,000 ",36.6,328239523
1900,Sol Daurella,57,Spain,Food & Beverage,FALSE,U,F,"$1,394,116,310,769 ",47,47076781
1900,Mark Davis,67,United States,Sports,FALSE,N,M,"$21,427,700,000,000 ",36.6,328239523
1900,James Dinan,63,United States,Finance & Investments,TRUE,E,M,"$21,427,700,000,000 ",36.6,328239523
1900,Dong Fan,53,China,Healthcare,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1900,Bulent Eczacibasi,73,Turkey,Diversified,FALSE,U,M,"$754,411,708,203 ",42.3,83429615
1900,Faruk Eczacibasi,68,Turkey,Diversified,FALSE,U,M,"$754,411,708,203 ",42.3,83429615
1900,Eduardo Eurnekian,90,Argentina,Diversified,TRUE,U,M,"$449,663,446,954 ",106.3,44938712
1900,Guo Zhenyu & family,59,China,Fashion & Retail,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1900,Surjit Kumar Gupta,81,India,Manufacturing,FALSE,U,M,"$2,611,000,000,000 ",49.7,1366417754
1900,Caroline Hagen Kjos,39,Switzerland,Diversified,FALSE,D,F,"$703,082,435,360 ",28.8,8574832
1900,Roberto Hernandez Ramirez,81,Mexico,Finance & Investments,TRUE,E,M,"$1,258,286,717,125 ",55.1,126014024
1900,Reid Hoffman,55,United States,Technology,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
1900,Hu Rongda & family,64,China,Manufacturing,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
1900,"B. Wayne Hughes, Jr.",63,United States,Real Estate,FALSE,D,M,"$21,427,700,000,000 ",36.6,328239523
1900,Scott Kapnick,64,United States,Finance & Investments,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
1900,Richard Kayne,77,United States,Finance & Investments,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
1900,Dominika Kulczyk,45,United Kingdom,Finance & Investments,FALSE,U,F,"$2,827,113,184,696 ",30.6,66834405
1900,Edward Lampert,60,United States,Finance & Investments,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
1900,James Leprino,85,United States,Food & Beverage,FALSE,D,M,"$21,427,700,000,000 ",36.6,328239523
1900,David Lichtenstein,61,United States,Real Estate,TRUE,E,M,"$21,427,700,000,000 ",36.6,328239523
1900,Lin Dingqiang & family,56,China,Real Estate,TRUE,E,M,"$19,910,000,000,000 ",59.2,1397715000
1900,Sarah MacMillan,69,United States,Food & Beverage,FALSE,D,F,"$21,427,700,000,000 ",36.6,328239523
1900,Strive Masiyiwa,62,United Kingdom,Telecom,TRUE,D,M,"$2,827,113,184,696 ",30.6,66834405
1900,Simon Nixon,55,United Kingdom,Technology,TRUE,U,M,"$2,827,113,184,696 ",30.6,66834405
1900,Kentaro Ogawa,74,Japan,Food & Beverage,TRUE,U,M,"$5,081,769,542,380 ",46.7,126226568
1900,Ajay Parekh,65,India,Manufacturing,FALSE,D,M,"$2,611,000,000,000 ",49.7,1366417754
1900,Narendrakumar Parekh,84,India,Manufacturing,FALSE,D,M,"$2,611,000,000,000 ",49.7,1366417754
1900,Jennifer Pritzker,72,United States,Finance & Investments,FALSE,D,F,"$21,427,700,000,000 ",36.6,328239523
1900,G. Rajendran,80,India,Fashion & Retail,TRUE,U,M,"$2,611,000,000,000 ",49.7,1366417754
1900,Ren Jianhua,66,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1900,Larry Robbins,53,United States,Finance & Investments,TRUE,E,M,"$21,427,700,000,000 ",36.6,328239523
1900,Dwight Schar,81,United States,Construction & Engineering,TRUE,E,M,"$21,427,700,000,000 ",36.6,328239523
1900,Qinxiang Shao,68,China,Manufacturing,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
1900,Hua Shen,60,China,Technology,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1900,Peter Sondakh,73,Indonesia,Finance & Investments,TRUE,D,M,"$1,119,190,780,753 ",30.1,270203917
1900,Lucy Stitzer,63,United States,Food & Beverage,FALSE,D,F,"$21,427,700,000,000 ",36.6,328239523
1900,Elizabeth Sy,70,Philippines,Diversified,FALSE,D,F,"$376,795,508,680 ",43.1,108116615
1900,Hermanto Tanoko,60,Indonesia,Manufacturing,FALSE,Split Family Fortune,M,"$1,119,190,780,753 ",30.1,270203917
1900,Mehmet Sinan Tara,64,Turkey,Construction & Engineering,FALSE,U,M,"$754,411,708,203 ",42.3,83429615
1900,Masateru Uno & family,76,Japan,Fashion & Retail,TRUE,D,M,"$5,081,769,542,380 ",46.7,126226568
1900,Vardis Vardinoyannis & family,90,Greece,Energy,TRUE,U,M,"$209,852,761,469 ",51.9,10716322
1900,Jitendra Virwani,57,India,Real Estate,FALSE,D,M,"$2,611,000,000,000 ",49.7,1366417754
1900,Wang Chaobin,67,China,Real Estate,TRUE,E,M,"$19,910,000,000,000 ",59.2,1397715000
1900,Wang Ren-sheng,91,China,Fashion & Retail,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1900,Charlotte Colket Weber,80,United States,Food & Beverage,FALSE,U,F,"$21,427,700,000,000 ",36.6,328239523
1900,Xie Juhua & family,72,China,Healthcare,FALSE,D,F,"$19,910,000,000,000 ",59.2,1397715000
1900,Chuanhua Xu & family,88,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
1900,Gavril Yushvaev & family,65,Israel,Finance & Investments,TRUE,U,M,"$395,098,666,122 ",25.3,9053300
